Tourist Attraction,Name,Rating,Date and criteria,Title,Review
Dream_Cab_Jaipur,Shivangi,5.0 of 5 bubbles,Feb 2023 • Family,Recommended,Professional polite drivers and a car in good condition. Travel from Delhi to Jaipur was pleasant. Recommend hiring them
Dream_Cab_Jaipur,Chetan Shinde,5.0 of 5 bubbles,Feb 2023 • Business,Very Excellent Cars,Very good cars & excellent service. Enjoyed the Jaipur trip due to Dream Car Jaipur.  Highly recommended.
Dream_Cab_Jaipur,ABDUL HAQ MUJAHID. K,5.0 of 5 bubbles,Feb 2023 • Business,Good service,Got it booked with in 2hrs before taking the flight from blr to Jaipur Driver came to pickup from Jaipur airport.Good Service
Dream_Cab_Jaipur,Supram J,5.0 of 5 bubbles,Jan 2023 • Couples,Best driver thanks to vinod kumar best trip memorable trip you like a family members,Best best cab vinod kumar bhaiya also so gud in Nature and. Like a family members thanks for memorable trip
Dream_Cab_Jaipur,Satyam tiwari,5.0 of 5 bubbles,Jan 2023 • Family,Best,Perfect cab service for all time. I’ve booked from jaipur to delhi. Things were very good with me. Driver was professional
Dream_Cab_Jaipur,Bhish,5.0 of 5 bubbles,Jan 2023,"Timely, Affordable and Welcoming","Dream Cabs - Nicely Priced, On Time Service and Owner who will make you feel welcome. Higly recommended for both tourists and business travelers."
Dream_Cab_Jaipur,Suryan,5.0 of 5 bubbles,Jan 2023 • Family,Nice cab services we got in Jaipur!,It was very nicely communicated and organized cab service we got from Dream cabs and services . Specially Mahendra ji was very supportive and coordinating during our trip .
Dream_Cab_Jaipur,Kiran,5.0 of 5 bubbles,Jan 2023 • Couples,Highly recommended,I took one day trip to Pushker from Jaipur. Driver was really professional and cab was very clean. Had great experience
Dream_Cab_Jaipur,Rahul Goyal,5.0 of 5 bubbles,Jan 2023,Great experience,"I got to know about Dream cab through internet. After all the great reviews we booked their service for 11 days Rajasthan tour. Our cab driver Mr Brijwashi took great care of us and we had a great time visiting Jaipur -> Mandwa -> Bikaner -> Jaisalmer -> Longewala -> Jodhpur -> Udaipur -> Chittorgarh. I would recommend everyone to consider Dream cab as they are very professional, economical and punctual. They delivered on all the promised services. Kudos to the team. keep the good service up."
Dream_Cab_Jaipur,Ritesh,5.0 of 5 bubbles,Jan 2023 • Family,Trip to Jaipur and Ranthambore,"Really polite and humble person. Great experience to travel with Mahendraji’s cab. We went for a 5 day trip to Jaipur & Ranthambore, Mr. Nareshji who was our driver with 18 years of experience helped us cover each of the places.Thank you for the great services."
Dream_Cab_Jaipur,Gaurangi Divekar,5.0 of 5 bubbles,Jan 2023 • Family,Recommend to make your travel bookings through them.,We'd booked a 5 days trip from Jaipur to Jaipur airport covering Ranthambore as well. Our driver Naresh was good at maintaining safety aspects and helped us in suggestions for tourist places also. They provided a good guide to take us through the monuments in Jaipur. The customer service is really good.
Dream_Cab_Jaipur,Prateek Kalangan,5.0 of 5 bubbles,Jan 2023 • Family,Enjoyable trip,Best cab service in Rajasthan. Well guided tour by Mr. Vinod. Punctual and professional. Definitely recommend it!
Dream_Cab_Jaipur,Komal,5.0 of 5 bubbles,Jan 2023,Good CAB service,I would like to thank Mahendra Ji for providing good cab service. The driver Naresh was equally cooperative and well behaved. I would like to take his service again.Thank You for the service.
Dream_Cab_Jaipur,Rakesh,5.0 of 5 bubbles,Jan 2023 • Family,"Best cab service provider in rajasthanHaving maintained neat and clean cabs provides good services and very secured ser",Very good and professional cab service. Espicially Mr Vinod Sharma took very good care of us. Was very helpful and gave good info about the city. Will definitely book again in my next trip.
Dream_Cab_Jaipur,Ninad,5.0 of 5 bubbles,Jan 2023 • Couples,Great car quality and driver,"Brand new car was provided. Car and service was first class. Driver Radhe Shyam was very polite, patient and punctual. The restaurants and tourist places suggested by driver were great."
Dream_Cab_Jaipur,mashukhasan joy,5.0 of 5 bubbles,Jan 2023 • Family,Dream cab Very reliable cab company.,Experience and new car. Mr tanwar is a very professional and very polite person. He gave us a great service. He helped us lot. Next time when we will come to Jaipur I will contact with Mr tanwar and will take service from him.
Dream_Cab_Jaipur,Kiran Dhoot,5.0 of 5 bubbles,Jan 2023 • Family,Excellent,"Driver is very helpful,  very nice  service. From booking to drop. Very humble .he knows city very well."
Dream_Cab_Jaipur,Losh P,5.0 of 5 bubbles,Jan 2023 • Friends,Happy customers,"We had a fantastic trip through Rajasthan from 4-17 January. Our driver Naresh, was friendly and professional and above all an excellent driver though some tough conditions. We always felt safe and well looked after.The car was clean and in good condition. Overall very happy with this service. Will definite again when visiting India."
Dream_Cab_Jaipur,Abhishek P,5.0 of 5 bubbles,Jan 2023 • Family,Good and reliable cab service,Very good and professional cab service. Espicially Mr Naresh Sen took very good care of us. Was very helpful and gave good info about the city. Will definitely book again in my next trip.
Dream_Cab_Jaipur,dilanshichauhan,5.0 of 5 bubbles,Jan 2023,Memorable,The driver was very helpful and thorough professional. He was guiding us through out the trip. Thank you so much.
Dream_Cab_Jaipur,Madhavi S,5.0 of 5 bubbles,Jan 2023 • Friends,Safe and comfortable travel,"Excellent experience. The driver, Vinod Kumar was with us for six days. He took us to all the sightseeing places as well as off-beat places in Sanganer to look at block print untis and a Jaipur pottery workshop. He also took us to Ranthambore for two days.It will, however help to also hire a guide to help plan your itinerary.The vehicle was clean and working well. Vinod Kumar was also very punctual and managed to make difficult trips in the extremely foggy conditions on the trip to and from Ranthambore.Overall, we had a safe and comfortable travel, which is what we had requested."
Dream_Cab_Jaipur,Pratish R,5.0 of 5 bubbles,Jan 2023 • Couples,Great journey in Jaipur,Our driver Mr Tanwar Singh was excellent and helped us with a smooth drive and shared a lot of interesting points about Jaipur through the journey.
Dream_Cab_Jaipur,Asha rani,5.0 of 5 bubbles,Jan 2023 • Business,Excellent services,Best cab service provider in rajasthanHaving maintained neat and clean cabs provides good services and very secured service
Dream_Cab_Jaipur,Javed J Walopkar,5.0 of 5 bubbles,Jan 2023 • Family,Extra ordinary,"Very nice n excellent service me n my family was very very happy because of the driver excellent service, his Nature,his knowledge about of the tourist places,and good suggestion like a family.If I get same driver In future ( Brijvasi) then I wanna come again n ride with him some other places as well as point, side seens. I will suggest my friend, relatives go to Rajasthan tour with same driver (Brijvasi).This is very very excellent n amazing tour of my life I will never forgot this memories... Thanks again Dream cab Jaipur and your lovely staff Brijvasi..."
Dream_Cab_Jaipur,harmeet c,5.0 of 5 bubbles,Jan 2023 • Family,Painless experience,"Clean cab and professional driver. It’s getting rarer these days, and I would be happy to recommend them."
