Tourist Attraction,Name,Rating,Date and criteria,Title,Review
Tirupati_Cabs,Wisdom Getaway Holiday Planner,5.0 of 5 bubbles,Jan 2023 • Couples,Driver hai tho aisa !!!,"A Tour Operator puts all out efforts to ensure a hassle free and pleasant trip to the guests. But the icing on the cake rests in the hands of the chauffeur. My guests were extremely satisfied with driver Mr. Amit from Tirupati Travels and all praises to him for the behaviour, promptness, knowledge of the places. Can't expect anything more from a travel service personnel by a Tour Planner like me.Kudos to Jaspal Ji and his team in Tirupati Travels.Ramachandran OwnerWisdom Getaway (Holiday Planner)"
Tirupati_Cabs,Mijanur,5.0 of 5 bubbles,Oct 2022 • Business,Good,This service is a very very excellent and very amazing so I am always support this company so I am very proud
Tirupati_Cabs,Marcus W,5.0 of 5 bubbles,Dec 2021 • Friends,Ever best,Best service provided by this company my trip was very enjoyable I am very happy after using thier service best service ever
Tirupati_Cabs,Ravi Ransing,5.0 of 5 bubbles,Sep 2022 • Family,Very professional service,"Best service , very professional . Sanjeev our driver for road trip Delhi - Agra - Jaipur was very polite and helpful."
Tirupati_Cabs,V9 holidays,5.0 of 5 bubbles,Feb 2022 • Family,Safe and secure transportation,"If you want to hire transportation in North side .! Blindly trust them , vehicle in good condition, good & safe Drivers, reasonable cost.! What else you want ??? I really appreciate jaspal sir helping us to provide best transportation from so many years & recommended other travel agents to get their services for their customers."
Tirupati_Cabs,Davinder S,5.0 of 5 bubbles,Feb 2022 • Couples,Rejoicing,"Very good experience with Tirupati Cabs, the pace between technology and luxury was perfect.Overall experience was really comfortable"
Tirupati_Cabs,rakeshhkkk,5.0 of 5 bubbles,Dec 2021,Professional Service,"Tirupati cab is provider very professional service. If you looking any kind of cab service for vacation in Chandigarh, tirupati cab is best. Their staff is very professional and friendly."
Tirupati_Cabs,Tirupaticabs,5.0 of 5 bubbles,Oct 2021,Cab rental service,"Dear Sir Thanks for the review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services again . ... Tirupati Cabs Team"
Tirupati_Cabs,rakhi,5.0 of 5 bubbles,Jan 2022,wonderful experien,"Dear Sir Thanks for the review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services again . ... Tirupati Cabs Team"
Tirupati_Cabs,Tirupaticabs,5.0 of 5 bubbles,Dec 2021,Excellent Service,Cab rental service is awesome. I found their rates much better then others cab service provider. I highly recommended to my friend.
Tirupati_Cabs,Paramjeet Singh,,,,"Thank you madam for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services again . ... Tirupati Cabs Team"
Tirupati_Cabs,Tirupaticabs,,,,"Thank you madam for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services again . ... Tirupati Cabs Team"
Tirupati_Cabs,Nitin Kaumar,,,,"Mr.Jaspal Singh the owner, is an excellent person and provides top class Car Rental Services. All their staff, drivers are extremely polite, professional,  helpful & trustworthy. I have been using their services since I decide to explore Shimla with my family. This year we made it to delhi, hiring Tirupati's Cab service and it was an wonderful experience."
Tirupati_Cabs,Tirupaticabs,,,,"Dear Paramjeet ji  thanks sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
,,,,,"Dear Paramjeet ji  thanks sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
,,,,,"Excellent service right from the pick up till drop. Very well organized trip, also good behavior shown by staff member with professionalism."
,,,,,"Thanks you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
,,,,,"Thanks you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,anuj s,5.0 of 5 bubbles,Nov 2021 • Couples,Excellent trip,"Excellent service right from the pick up till drop. Very well organised trip, also good behaviour shown by staff member with professionalism. No concerns."
Tirupati_Cabs,Tirupaticabs,5.0 of 5 bubbles,Nov 2021 • Family,Kind and helpful attitude,"Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Pariseema,5.0 of 5 bubbles,Nov 2021 • Family,Well done.,"Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Tirupaticabs,5.0 of 5 bubbles,Dec 2020 • Business,Great Cab Service provider in North India,"I highly recommend Tirupati cabs for everyone traveling to Delhi and beyond.  Our cab was clean and well maintained and our driver  Lucky singhji was polite and well versed with the roads. What touched me the most was the owner's kind and helpful attitude.  My son forgot his cellphone in the cab and when we realized, it was too late as we were done with our security check at the Delhi Airport and we could not go out or anyone could come in to give the phone. Our driver deposited the phone in the company. The owner Mr. Jaspal Singh was so kind and helpful that he immediately couriered the phone to my home address in Ahmedabad. Under 24 hours we got back the phone and my son was so happy to have his phone back. Special thanks to Luckybhai,  Mr. Jaspal Singh and Tirupati cabs. You have gained our trust.Truly a happy customer. Thank you 😊"
Tirupati_Cabs,Leroy Pariseema Rayhaan & Hridaan,5.0 of 5 bubbles,Feb 2021 • Couples,Trip,"Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Tirupaticabs,5.0 of 5 bubbles,Oct 2021 • Couples,"Pleasant, Perfect and Trustable","Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Heerendra S,5.0 of 5 bubbles,Oct 2021 • Couples,"Fantastic, great trustworthy, secured, value for money",From pick up to drop everything well managed.. luckybhai our driver was good with excellent local knowledge..small incident..our son forgot his mobile..was returned to us in under 24 hours..thank you Jaspalji..shukriya..🙏🏽🙏🏽🙏🏽
Tirupati_Cabs,Tirupaticabs,5.0 of 5 bubbles,Sep 2021 • Family,Wonderful trip,"Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Fathima Ali,5.0 of 5 bubbles,Aug 2021 • Family,Best for all,"Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Tirupaticabs,5.0 of 5 bubbles,Feb 2021 • Friends,Reliable service,"Tirupati cab is very professional service provider. I am a Travel agent from Raipur, never received any small service issue from them , If you looking any kind of transport service in North India specially Delhi NCR go with only tirupati cab.RegardsHeerendra SinghThe Travel Gallery"
Tirupati_Cabs,Hitarth Patel,,,,"Dear Heerendra Sir

Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Tirupaticabs,,,,"Dear Heerendra Sir

Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Pinak Ranjan,,,,We had amazing time at HP.. all because of Sanjeev bhai who made sure we are comfortable and enjoy our vacation !
Tirupati_Cabs,Tirupaticabs,,,,"Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Mrinal,,,,"Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Tirupaticabs,,,,It has been great experience with Ramanbhai from Tirupati cabs. He provided detailed information about the places. He is so calm and compose and because of that our journey become so pleasent. He felt family to us. I definitely going to book Ramanbhai specially for my future trips.
Tirupati_Cabs,bhanushali j,,,,"Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Tirupaticabs,,,,"Thank you sir for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
Tirupati_Cabs,Ankit Ahuja,,,,"Everything was favorite. Mr. Jaspal Singh is an amazing person and provides high quality cars and extremely polite, capable, trustworthy drivers. I know Jaspal Ji for years, right when I started my Himachal trip. This time it was Uttarakhand. Raman, the driver was nice and helpful with a smiling face. The car too was luxurious. Would request reviewers to experience and feel good. My next trip is to Rajasthan and it has to be Tirupati Cabs."
Tirupati_Cabs,Tirupaticabs,,,,"Thank you thank you very much  the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
,,,,,"Thank you thank you very much  the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
,,,,,"Wonderful experience. We had booked a traveller from Delhi to Jaipur. Nice, clean and well maintained vehicle. The driver assigned to us was also very friendly so we didn't face any issues during our trip."
,,,,,"Thank you thank you very much  for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
,,,,,"Thank you thank you very much  for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
,,,,,Excellent service with best rate.......other service provider charging around 8500 to 9000 but Tirupati cabs provides same trip in 6500......now i am becoming all time customer of Tirupati Cabs.
,,,,,"Thank you  sir  for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
,,,,,"Thank you  sir  for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team"
,,,,,Tirupati cabs is highly reliable option for hiring cabs on rent. They never let their customers feels dissatisfied. My every journey in their cabs was great. Recently I traveled with my family to Himachal and it was also an amazing trip
,,,,,"Thank you very very much sir  for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team Manager Chaitanya +9811340559"
,,,,,"Thank you very very much sir  for the beautiful review. It is always our earnest hope that every guest"" has an outstanding experience each time they connect with us. We look forward to the pleasure of your continued visits and assure you of the best services . ... Tirupati Cabs Team Manager Chaitanya +9811340559"
Tirupati_Cabs,Himanshi Sharma,5.0 of 5 bubbles,Mar 2021 • Family,Well maintained cars,GREAT experience. Our driver picked us on time and also we reached to our destination on estimated time. Car was well maintained and seats were very comfortable. We found their service value for money. It was fun traveling in their car
